world_rank,university_name,country,continent,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio,female
601-800,Hacettepe University,Turkey,Europe,21.0,19.6,11.8,19.7,28.2,17.9,39606.0,20.4,4.0,56 : 44,56.0
601-800,University of Huddersfield,United Kingdom,Europe,17.4,55.2,5.4,16.5,28.0,16.6,15436.0,18.1,25.0,54 : 46,54.0
601-800,Hunan University,China,Asia,18.3,14.8,15.0,21.2,46.7,18.6,42756.0,24.7,2.0,43 : 57,43.0
601-800,University of Ibadan,Nigeria,Africa,22.7,26.1,11.1,4.6,29.2,14.2,26247.0,17.1,1.0,45 : 55,45.0
601-800,University of Indonesia,Indonesia,Asia,18.1,37.2,8.0,13.9,40.0,15.8,43565.0,15.8,0.0,51 : 49,51.0
601-800,Inha University,South Korea,Asia,20.7,23.5,20.0,22.5,64.7,22.3,20353.0,24.1,3.0,36 : 64,36.0
601-800,I-Shou University,Taiwan,Asia,12.8,24.8,11.5,13.3,41.0,14.2,16263.0,29.9,10.0,45 : 55,45.0
601-800,Istanbul University,Turkey,Europe,26.0,20.0,23.3,10.0,100.0,21.8,82096.0,41.1,6.0,44 : 56,44.0
601-800,Jagiellonian University,Poland,Europe,24.0,33.5,14.4,30.7,28.0,23.9,42835.0,11.5,5.0,67 : 33,67.0
601-800,Jilin University,China,Asia,28.2,20.3,14.4,14.6,42.1,19.7,65605.0,13.6,3.0,46 : 54,46.0
601-800,University of Jordan,Jordan,Asia,19.0,53.7,7.7,7.8,28.8,15.1,35577.0,13.6,13.0,67 : 33,67.0
601-800,Jordan University of Science and Technology,Jordan,Asia,16.4,62.2,6.2,16.4,31.4,17.1,24686.0,16.4,23.0,55 : 45,55.0
601-800,Juntendo University,Japan,Asia,32.3,16.7,10.5,24.0,51.1,22.6,3955.0,3.7,1.0,52 : 48,52.0
601-800,K.N. Toosi University of Technology,Iran,Asia,20.9,7.1,18.1,22.5,45.5,20.1,7146.0,24.6,0.0,32 : 68,32.0
601-800,Kaohsiung Medical University,Taiwan,Asia,20.6,19.9,22.2,20.5,33.2,21.3,7009.0,12.6,5.0,56 : 44,56.0
601-800,Khon Kaen University,Thailand,Asia,18.2,31.5,7.4,19.9,35.7,16.9,39669.0,16.9,1.0,62 : 38,62.0
601-800,King Mongkut’s University of Technology Thonburi,Thailand,Asia,18.2,28.5,11.4,36.2,70.3,23.6,17791.0,23.7,1.0,42 : 58,42.0
601-800,Kingston University,United Kingdom,Europe,16.9,76.8,12.1,26.7,28.5,23.2,20778.0,20.9,34.0,53 : 47,53.0
601-800,Kinki University,Japan,Asia,18.5,17.0,7.9,30.0,33.2,19.0,31216.0,11.6,2.0,,
601-800,Kobe University,Japan,Asia,27.8,21.1,15.4,24.3,45.1,23.0,15885.0,8.4,6.0,33 : 67,33.0
601-800,Konkuk University,South Korea,Asia,20.0,22.6,19.6,17.0,36.0,19.6,26483.0,23.5,6.0,47 : 53,47.0
601-800,Kumamoto University,Japan,Asia,23.4,22.2,11.6,28.1,43.1,21.7,10226.0,7.6,5.0,37 : 63,37.0
601-800,Kyungpook National University,South Korea,Asia,21.1,21.7,16.0,18.1,34.9,19.1,27152.0,14.4,4.0,42 : 58,42.0
601-800,Kyushu Institute of Technology,Japan,Asia,19.4,20.7,12.5,14.2,44.1,16.5,5890.0,12.1,4.0,11 : 89,11.0
601-800,University of Latvia,Latvia,Europe,22.6,31.5,10.2,20.9,28.3,19.2,15100.0,26.5,3.0,68 : 32,68.0
601-800,Lille 1 University – Science and Technology,France,Europe,20.0,60.3,8.6,32.4,31.8,23.6,19599.0,14.5,18.0,41 : 59,41.0
601-800,University of Lincoln,United Kingdom,Europe,17.9,60.5,11.9,26.4,29.3,22.1,10665.0,18.9,11.0,54 : 46,54.0
601-800,University of Ljubljana,Slovenia,Europe,24.9,34.5,13.6,24.0,32.3,22.1,48821.0,17.6,4.0,60 : 40,60.0
601-800,University of Marrakech Cadi Ayyad,Morocco,Africa,17.4,42.7,6.3,12.1,29.2,14.7,56060.0,38.7,1.0,46 : 54,46.0
601-800,Miami University,United States of America,North_America,19.2,24.8,15.7,36.1,30.2,23.9,16370.0,20.5,7.0,53 : 47,53.0
601-800,Middlesex University,United Kingdom,Europe,18.5,81.0,10.6,25.7,,,17753.0,24.7,44.0,59 : 41,59.0
601-800,Moscow Institute of Physics and Technology,Russian Federation,Asia,34.3,44.4,16.3,15.5,28.0,23.9,5395.0,7.0,12.0,,
601-800,University of Murcia,Spain,Europe,19.3,28.3,11.7,28.0,29.5,20.6,31460.0,15.8,6.0,62 : 38,62.0
601-800,Nagasaki University,Japan,Asia,22.8,21.9,10.8,14.3,,,9137.0,7.2,4.0,36 : 64,36.0
601-800,University of Nairobi,Kenya,Africa,13.7,45.5,9.0,19.5,28.0,16.8,72676.0,47.0,1.0,40 : 60,40.0
601-800,National Chengchi University,Taiwan,Asia,18.4,33.1,12.5,14.0,31.3,16.7,16867.0,18.4,10.0,57 : 43,57.0
601-800,National Chung Cheng University,Taiwan,Asia,21.3,14.2,20.3,15.7,40.8,19.3,11989.0,22.9,1.0,,
601-800,National Chung Hsing University,Taiwan,Asia,20.2,16.9,16.8,24.5,42.5,20.8,15632.0,20.3,4.0,39 : 61,39.0
601-800,National Taipei University of Technology,Taiwan,Asia,17.8,16.0,14.6,16.4,81.3,17.9,10227.0,16.5,3.0,25 : 75,25.0
601-800,National Taiwan Ocean University,Taiwan,Asia,18.1,20.3,21.0,18.2,49.3,19.9,8240.0,20.9,5.0,30 : 70,30.0
601-800,National University of Córdoba,Argentina,South_America,16.0,28.1,9.0,12.5,28.6,14.1,108373.0,38.1,2.0,62 : 38,62.0
601-800,National University of Science and Technology (MISiS),Russian Federation,Asia,24.8,33.7,17.5,10.8,67.2,20.1,4441.0,6.7,13.0,43 : 57,43.0
601-800,National University of Sciences and Technology,Pakistan,Asia,21.4,31.3,7.0,35.0,31.3,22.1,9808.0,7.8,3.0,27 : 73,27.0
601-800,Niigata University,Japan,Asia,21.9,19.3,10.1,17.5,33.0,17.1,12460.0,8.5,3.0,37 : 63,37.0
601-800,Northumbria University,United Kingdom,Europe,17.7,55.1,10.9,29.2,29.1,22.2,22750.0,19.3,16.0,55 : 45,55.0
601-800,Northwestern Polytechnical University,China,Asia,23.4,15.2,15.4,3.5,28.0,14.5,23056.0,14.1,3.0,25 : 75,25.0
601-800,Nottingham Trent University,United Kingdom,Europe,16.5,52.7,8.9,27.3,28.4,20.5,21852.0,17.4,18.0,55 : 45,55.0
601-800,Oakland University,United States of America,North_America,18.1,23.3,11.9,21.9,30.3,18.1,14584.0,19.8,2.0,60 : 40,60.0
601-800,Ocean University of China,China,Asia,18.9,15.6,10.7,12.9,50.1,15.2,36205.0,20.6,1.0,40 : 60,40.0
601-800,Ohio University,United States of America,North_America,25.0,33.6,14.9,24.6,30.1,22.6,22224.0,20.0,10.0,50 : 50,50.0
601-800,Okayama University,Japan,Asia,24.3,20.6,14.9,25.3,48.0,22.1,13035.0,8.6,3.0,38 : 62,38.0
601-800,Osaka Prefecture University,Japan,Asia,21.6,17.6,10.2,17.5,41.5,17.1,8051.0,7.5,3.0,36 : 64,36.0
601-800,University of Pardubice,Czech Republic,Europe,15.9,23.4,11.9,11.1,28.3,14.1,10671.0,19.8,4.0,55 : 45,55.0
601-800,University of Paris North – Paris 13,France,Europe,17.5,46.4,11.6,36.2,28.0,23.8,23026.0,23.4,22.0,60 : 40,60.0
601-800,Paris-Sorbonne University – Paris 4,France,Europe,31.1,44.2,21.3,7.1,28.5,21.9,21580.0,27.4,21.0,69 : 31,69.0
601-800,University of Patras,Greece,Europe,18.5,30.6,12.1,28.8,48.3,21.3,29251.0,40.9,4.0,46 : 54,46.0
601-800,University of Pécs,Hungary,Europe,19.7,50.8,9.0,23.4,28.4,20.1,21819.0,15.4,10.0,,
601-800,Polytechnic University of Valencia,Spain,Europe,20.3,32.9,12.7,34.3,43.8,23.8,33172.0,13.6,7.0,36 : 64,36.0
601-800,Pontifical Catholic University of Paraná,Brazil,South_America,18.4,18.6,6.5,32.2,28.0,19.2,7741.0,10.9,2.0,1 : 99,1.0
601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,South_America,21.1,18.7,10.9,27.6,52.3,20.6,14797.0,10.1,0.0,50 : 50,50.0
601-800,Pontifical Catholic University of Valparaíso,Chile,South America,18.4,35.7,8.0,10.4,44.3,14.8,13493.0,10.4,0.0,45 : 55,45.0
601-800,Prince of Songkla University,Thailand,Asia,15.3,31.0,7.0,22.2,31.6,16.5,38274.0,16.1,1.0,69 : 31,69.0
601-800,Qatar University,Qatar,Asia,9.9,99.9,10.3,22.3,55.2,21.6,9583.0,19.0,42.0,74 : 26,74.0
601-800,Rio de Janeiro State University (UERJ),Brazil,South_America,21.7,16.8,9.1,12.3,30.8,15.0,28757.0,10.1,0.0,46 : 54,46.0
601-800,Rochester Institute of Technology,United States of America,North_America,17.4,29.8,13.4,25.1,30.4,19.8,12965.0,13.5,13.0,34 : 66,34.0
601-800,Saitama University,Japan,Asia,18.6,20.6,9.6,23.4,29.6,17.8,7469.0,11.7,2.0,33 : 67,33.0
601-800,University of Salford,United Kingdom,Europe,20.8,66.4,12.1,21.2,28.8,21.9,16152.0,17.0,25.0,51 : 49,51.0
601-800,"University of Santiago, Chile (USACH)",Chile,South America,17.6,40.4,11.3,10.2,31.0,15.5,22739.0,23.6,1.0,39 : 61,39.0
601-800,São Paulo State University (UNESP),Brazil,South_America,28.0,18.7,22.6,6.7,40.1,19.6,50594.0,13.0,5.0,52 : 48,52.0
601-800,Savitribai Phule Pune University,India,Asia,38.3,17.3,12.4,11.4,29.3,20.7,4858.0,14.6,3.0,25 : 75,25.0
601-800,University of Science and Technology Beijing,China,Asia,25.1,15.6,22.4,6.9,89.7,19.7,22780.0,15.1,4.0,36 : 64,36.0
601-800,Sejong University,South Korea,Asia,18.9,25.2,12.2,38.7,35.4,23.7,11704.0,15.5,3.0,43 : 57,43.0
601-800,University of Seoul,South Korea,Asia,22.8,18.7,17.5,21.4,28.9,20.6,10243.0,19.0,3.0,36 : 64,36.0
601-800,Shahid Beheshti University,Iran,Asia,20.5,13.8,19.0,11.4,58.9,17.8,17800.0,24.9,1.0,52 : 48,52.0
601-800,Shanghai University,China,Asia,19.1,15.8,16.1,14.8,45.7,17.3,46044.0,17.5,3.0,48 : 52,48.0
601-800,Shantou University,China,Asia,17.6,30.7,9.1,28.3,30.7,19.6,9593.0,13.5,0.0,48 : 52,48.0
601-800,Sheffield Hallam University,United Kingdom,Europe,17.3,47.0,9.4,20.1,28.6,18.3,27477.0,18.8,15.0,53 : 47,53.0
601-800,Shinshu University,Japan,Asia,20.8,20.3,8.3,22.0,31.6,17.6,11232.0,9.6,3.0,,
601-800,Showa University,Japan,Asia,28.5,14.0,7.9,7.0,,,3675.0,2.5,0.0,57 : 43,57.0
601-800,Sichuan University,China,Asia,25.0,15.7,18.4,16.1,90.8,21.3,65035.0,14.5,2.0,48 : 52,48.0
601-800,University of Silesia in Katowice,Poland,Europe,17.7,18.5,8.0,20.4,28.1,15.9,32764.0,17.3,1.0,65 : 35,65.0
601-800,Slovak University of Technology in Bratislava,Slovakia,Europe,23.3,30.6,8.6,24.9,33.2,20.2,16400.0,15.3,2.0,31 : 69,31.0
601-800,Sogang University,South Korea,Asia,21.5,27.7,24.8,20.5,46.8,23.3,10625.0,24.1,7.0,43 : 57,43.0
601-800,Sophia University,Japan,Asia,22.0,32.8,9.4,5.3,29.5,14.2,12799.0,24.3,8.0,53 : 47,53.0
601-800,University of South Africa,South Africa,Africa,18.4,28.7,11.3,9.4,28.8,14.6,197102.0,108.5,9.0,65 : 35,65.0
601-800,Southern Federal University,Russian Federation,Asia,21.9,17.3,8.2,9.2,39.5,14.1,27556.0,9.0,3.0,56 : 44,56.0
601-800,University of Southern Mississippi,United States of America,North_America,21.0,20.8,11.8,20.1,39.9,18.4,14569.0,18.5,3.0,63 : 37,63.0
601-800,University of Southern Queensland,Australia,Oceania,18.4,63.0,13.1,14.4,28.8,19.2,13761.0,29.2,21.0,55 : 45,55.0
601-800,Suez Canal University,Egypt,Africa,22.6,31.6,5.9,16.0,,,16817.0,6.0,,65 : 35,65.0
601-800,Sultan Qaboos University,Oman,Asia,21.3,71.5,10.6,16.0,37.6,20.7,7089.0,9.0,3.0,50 : 50,50.0
601-800,Suranaree University of Technology,Thailand,Asia,21.1,25.9,11.6,18.4,38.1,18.2,12650.0,32.9,1.0,50 : 50,50.0
601-800,University of Szeged,Hungary,Europe,20.0,46.9,10.5,20.5,33.2,19.6,22684.0,13.8,9.0,58 : 42,58.0
601-800,Taipei Medical University,Taiwan,Asia,25.7,26.5,21.7,19.0,42.2,23.0,6001.0,11.1,6.0,58 : 42,58.0
601-800,Taras Shevchenko National University of Kyiv,Ukraine,Europe,27.9,28.2,11.0,4.2,28.0,15.7,22686.0,8.2,2.0,45 : 55,45.0
601-800,Technical University of Madrid,Spain,Europe,21.8,39.5,14.6,24.5,38.3,22.2,41500.0,13.8,11.0,32 : 68,32.0
601-800,University of Tehran,Iran,Asia,26.1,16.5,16.9,15.8,,,53802.0,27.0,1.0,45 : 55,45.0
601-800,University of Texas at El Paso,United States of America,North_America,18.6,30.4,18.7,18.4,,,19123.0,29.0,7.0,54 : 46,54.0
601-800,Texas Tech University,United States of America,North_America,27.9,36.8,17.2,22.0,,,29512.0,20.9,7.0,46 : 54,46.0
601-800,Tokai University,Japan,Asia,17.9,19.3,7.6,15.3,34.4,14.5,29700.0,12.7,1.0,27 : 73,27.0
601-800,Tokushima University,Japan,Asia,25.3,16.8,21.6,12.8,59.6,20.7,7519.0,8.9,3.0,34 : 66,34.0
601-800,Tokyo University of Marine Science and Technology,Japan,Asia,27.9,24.5,12.4,7.7,57.9,17.7,2597.0,11.1,7.0,34 : 66,34.0
601-800,Tokyo University of Science,Japan,Asia,23.0,15.4,24.1,21.4,37.6,22.6,20243.0,25.7,2.0,20 : 80,20.0
601-800,Tomsk State University,Russian Federation,Asia,34.8,36.9,20.8,7.6,44.0,22.8,10413.0,9.9,12.0,60 : 40,60.0
601-800,Tottori University,Japan,Asia,24.3,16.7,10.1,9.6,34.5,15.3,6248.0,8.2,2.0,34 : 66,34.0
601-800,Toyohashi University of Technology,Japan,Asia,22.0,25.4,18.9,15.8,50.3,20.2,2153.0,9.3,9.0,9 : 91,9.0
601-800,Universiti Kebangsaan Malaysia,Malaysia,Asia,24.3,29.7,15.9,10.9,28.4,18.3,24227.0,11.8,12.0,62 : 38,62.0
601-800,Universiti Putra Malaysia,Malaysia,Asia,25.3,50.1,20.9,10.2,34.2,21.5,23883.0,12.2,16.0,63 : 37,63.0
601-800,Universiti Sains Malaysia,Malaysia,Asia,26.9,44.2,16.6,12.4,34.4,20.9,28179.0,14.8,10.0,61 : 39,61.0
601-800,Universiti Teknologi MARA,Malaysia,Asia,15.2,14.8,7.7,18.2,28.3,14.1,69268.0,16.8,0.0,65 : 35,65.0
601-800,Ural Federal University,Russian Federation,Asia,24.8,17.3,10.6,16.8,35.6,17.8,28427.0,10.1,3.0,48 : 52,48.0
601-800,V.N. Karazin Kharkiv National University,Ukraine,Europe,21.7,48.4,8.9,1.7,28.8,14.0,14410.0,9.7,22.0,53 : 47,53.0
601-800,University of Vigo,Spain,Europe,18.4,30.7,10.5,31.8,38.1,21.5,22793.0,19.0,3.0,51 : 49,51.0
601-800,Vilnius University,Lithuania,Europe,18.3,40.8,13.6,26.1,41.0,21.5,19019.0,14.2,4.0,65 : 35,65.0
601-800,Warsaw University of Technology,Poland,Europe,19.4,20.7,8.5,40.3,47.4,23.2,34572.0,14.5,3.0,34 : 66,34.0
601-800,Waseda University,Japan,Asia,23.6,29.7,14.6,29.4,32.4,23.3,52316.0,16.9,8.0,35 : 65,35.0
601-800,University of West Bohemia,Czech Republic,Europe,16.3,23.1,9.7,29.8,32.1,19.3,15639.0,21.5,2.0,52 : 48,52.0
601-800,University of the West of England,United Kingdom,Europe,16.9,48.5,11.2,34.6,28.5,23.2,22525.0,21.4,15.0,53 : 47,53.0
601-800,West University of Timişoara,Romania,Europe,16.1,21.0,3.9,22.4,,,12933.0,19.0,3.0,62 : 38,62.0
601-800,University of Westminster,United Kingdom,Europe,17.3,81.9,11.7,21.1,28.5,21.9,16609.0,21.0,43.0,57 : 43,57.0
601-800,Xidian University,China,Asia,17.9,12.8,12.1,8.9,83.7,14.7,31618.0,16.4,2.0,29 : 71,29.0
601-800,Yeungnam University,South Korea,Asia,18.6,24.3,10.9,26.5,35.4,19.5,21958.0,15.3,3.0,48 : 52,48.0
601-800,Yıldız Technical University,Turkey,Europe,14.5,14.9,7.6,19.3,44.0,14.6,31268.0,28.7,2.0,36 : 64,36.0
601-800,Yokohama City University,Japan,Asia,24.0,16.1,10.2,36.4,37.9,23.3,4122.0,3.7,3.0,,
601-800,Yokohama National University,Japan,Asia,20.1,23.3,16.0,13.5,40.4,17.6,10117.0,12.1,8.0,28 : 72,28.0
601-800,Yuan Ze University,Taiwan,Asia,16.2,17.7,18.3,28.6,39.8,21.3,8663.0,20.6,4.0,43 : 57,43.0
